judul,genre,year
Saint Ralph,Comedy|Drama,2004
Herbie: Fully Loaded,Adventure|Comedy|Romance,2005
Land of the Dead,Action|Horror|Thriller,2005
Bewitched,Comedy|Fantasy|Romance,2005
Rize,Documentary,2005
Me and You and Everyone We Know,Comedy|Drama,2005
"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",Comedy|Crime|Thriller,2004
3 Extremes (Three... Extremes) (Saam gaang yi),Horror,2004
"Edukators, The (Die Fetten Jahre sind vorbei)",Comedy|Crime|Drama|Romance,2004
Cop and ½,Comedy,1993
At the Circus,Comedy|Musical,1939
War of the Worlds,Action|Adventure|Sci-Fi|Thriller,2005
"March of the Penguins (Marche de l'empereur, La)",Documentary,2005
Rebound,Comedy,2005
Dark Water,Drama|Horror|Thriller,2005
"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",Drama,2005
Fantastic Four,Action|Adventure|Sci-Fi,2005
Murderball,Documentary,2005
Wedding Crashers,Comedy|Romance,2005
Happy Endings,Comedy|Drama,2005
Hustle & Flow,Crime|Drama,2005
Hardware,Action|Horror|Sci-Fi,1990
"Calcium Kid, The",Comedy,2004
"Island, The",Action|Sci-Fi|Thriller,2005
Bad News Bears,Children|Comedy,2005
"Devil's Rejects, The",Action|Crime|Horror,2005
Last Days,Drama,2005
November,Drama|Mystery,2004
Sky High,Action|Adventure|Children|Comedy,2005
Stealth,Action|Adventure|Sci-Fi|Thriller,2005
Must Love Dogs,Comedy|Romance,2005
"Aristocrats, The",Comedy|Documentary,2005
Georgy Girl,Comedy,1966
"Order, The",Action|Adventure|Drama|Thriller,2001
Serenity,Action|Adventure|Sci-Fi,2005
Broken Flowers,Comedy|Drama,2005
Miracles - Mr. Canton and Lady Rose,Action|Comedy|Crime|Drama,1989
"Dukes of Hazzard, The",Action|Adventure|Comedy,2005
The Chumscrubber,Comedy|Drama,2005
Junebug,Comedy|Drama,2005
Deuce Bigalow: European Gigolo,Comedy,2005
"Skeleton Key, The",Drama|Horror|Mystery|Thriller,2005
Four Brothers,Action|Crime|Drama,2005
The Great Raid,Action|Drama|War,2005
Pretty Persuasion,Comedy|Drama,2005
Grizzly Man,Documentary,2005
Private Resort,Comedy,1985
Pusher II: With Blood on My Hands,Action|Crime|Drama|Thriller,2004
Duma,Adventure|Drama,2005
Animal Farm,Animation|Drama,1954
"Teahouse of the August Moon, The",Comedy,1956
"40-Year-Old Virgin, The",Comedy|Romance,2005
Red Eye,Horror|Thriller,2005
Hidden (a.k.a. Cache) (Caché),Drama|Mystery|Thriller,2005
Asterix & Obelix vs. Caesar (Astérix et Obélix contre César),Adventure|Children|Comedy|Fantasy,1999
Kin-Dza-Dza!,Comedy|Drama|Sci-Fi,1986
Valiant,Adventure|Animation|Children|Comedy|Fantasy|War,2005
"Brothers Grimm, The",Comedy|Fantasy|Horror|Thriller,2005
"Baxter, The",Comedy|Drama|Romance,2005
"Cave, The",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,2005
"Constant Gardener, The",Drama|Thriller,2005
Transporter 2,Action|Crime|Thriller,2005
Just Like Heaven,Comedy|Fantasy|Romance,2005
Lord of War,Action|Crime|Drama|Thriller|War,2005
Cry_Wolf (a.k.a. Cry Wolf),Drama|Horror|Mystery|Thriller,2005
Everything Is Illuminated,Comedy|Drama,2005
Thumbsucker,Comedy|Drama,2005
Family Guy Presents Stewie Griffin: The Untold Story,Adventure|Animation|Comedy,2005
Police Story 2 (Ging chaat goo si juk jaap),Action|Comedy|Crime|Thriller,1988
New Police Story (Xin jing cha gu shi),Action|Crime|Drama,2004
Go West,Comedy|Musical|Western,1940
Why We Fight,Documentary,2005
Doom,Action|Horror|Sci-Fi,2005
Domino,Crime|Drama|Thriller,2005
Waiting...,Comedy,2005
Aeon Flux,Action|Sci-Fi,2005
Frankenstein 90,Comedy|Horror|Romance,1984
"Unfinished Life, An",Drama,2005
"Man, The",Action|Comedy|Crime,2005
Survive Style 5+,Fantasy|Mystery|Romance|Thriller,2004
Woyzeck,Drama,1979
"Exorcism of Emily Rose, The",Crime|Drama|Horror|Thriller,2005
Flightplan,Action|Drama|Thriller,2005
Corpse Bride,Animation|Comedy|Fantasy|Musical|Romance,2005
Green Street Hooligans (a.k.a. Hooligans),Crime|Drama,2005
"History of Violence, A",Action|Crime|Drama|Thriller,2005
"Greatest Game Ever Played, The",Drama,2005
Capote,Crime|Drama,2005
Final Fantasy VII: Advent Children,Action|Adventure|Animation|Fantasy|Sci-Fi,2004
Roll Bounce,Comedy|Drama|Romance,2005
Into the Blue,Action|Adventure|Crime|Thriller,2005
MirrorMask,Adventure|Children|Drama|Fantasy,2005
Wallace & Gromit in The Curse of the Were-Rabbit,Adventure|Animation|Children|Comedy,2005
Kiss Kiss Bang Bang,Comedy|Crime|Mystery|Thriller,2005
"Bittersweet Life, A (Dalkomhan insaeng)",Action|Crime|Drama,2005
"Short Film About Love, A (Krótki film o milosci)",Drama|Romance,1988
"All This, and Heaven Too",Drama|Romance,1940
Darwin's Nightmare,Documentary,2004
Beowulf & Grendel,Action|Adventure|Drama|Fantasy,2005
No Direction Home: Bob Dylan,Documentary,2005
Goal! The Dream Begins (Goal!),Drama,2005
"Wraith, The",Action|Horror|Sci-Fi|Thriller,1986
In Her Shoes,Comedy|Drama,2005
"Squid and the Whale, The",Comedy|Drama,2005
Two for the Money,Drama,2005
Brokeback Mountain,Drama|Romance,2005
Elizabethtown,Comedy|Drama|Romance,2005
North Country,Drama,2005
"Good Night, and Good Luck.",Crime|Drama,2005
Dreamer: Inspired by a True Story,Children|Drama,2005
"Proposition, The",Crime|Drama|Western,2005
Shopgirl,Comedy|Drama|Romance,2005
Stay,Thriller,2005
"Legend of Zorro, The",Action|Adventure|Drama|Western,2005
"Weather Man, The",Comedy|Drama,2005
Saw II,Horror|Thriller,2005
Prime,Comedy|Drama|Romance,2005
Don't Move (Non ti muovere),Drama,2004
American Pie Presents: Band Camp (American Pie 4: Band Camp),Comedy,2005
"Great Yokai War, The (Yôkai daisensô)",Adventure|Comedy|Fantasy|Horror,2005
Manderlay,Drama,2005
Revolver,Crime|Drama|Thriller,2005
Jarhead,Action|Drama|War,2005
Chicken Little,Action|Adventure|Animation|Children|Comedy|Sci-Fi,2005
Dead Man's Shoes,Crime|Thriller,2004
Joyeux Noël (Merry Christmas),Drama|War,2005
Night of the Lepus,Horror|Sci-Fi|Thriller,1972
"Match Factory Girl, The (Tulitikkutehtaan tyttö)",Comedy|Drama,1990
Sword of the Beast (Kedamono no ken),Action|Drama,1965
Just Friends,Comedy|Romance,2005
Syriana,Drama|Thriller,2005
One-Way Ticket to Mombasa (Menolippu Mombasaan),Comedy|Drama,2002
Derailed,Drama|Thriller,2005
Creep,Horror|Thriller,2004
Pride & Prejudice,Drama|Romance,2005
Babylon 5,Sci-Fi,Unknown
Wolf Creek,Crime|Horror|Thriller,2005
"Descent, The",Adventure|Drama|Horror|Thriller,2005
Harry Potter and the Goblet of Fire,Adventure|Fantasy|Thriller|IMAX,2005
Walk the Line,Drama|Musical|Romance,2005
Rent,Drama|Musical|Romance,2005
Zathura,Action|Adventure|Children|Fantasy,2005
C.R.A.Z.Y.,Drama,2005
Sarah Silverman: Jesus Is Magic,Comedy|Musical,2005
Breakfast on Pluto,Comedy|Drama,2005
"Ice Harvest, The",Action|Comedy|Crime|Thriller,2005
"Libertine, The",Drama,2004
"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",Crime|Horror|Mystery|Thriller,1970
Match Point,Crime|Drama|Romance,2005
Paradise Now,Crime|Drama|Thriller|War,2005
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",Adventure|Children|Fantasy,2005
Memoirs of a Geisha,Drama|Romance,2005
"Family Stone, The",Comedy|Drama|Romance,2005
Havoc,Crime|Drama|Romance,2005
Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu),Action|Drama,1967
"Room for Romeo Brass, A",Comedy|Drama,1999
"Matador, The",Comedy|Drama|Thriller,2005
Wal-Mart: The High Cost of Low Price,Documentary,2005
Mozart and the Whale,Comedy|Drama|Romance,2005
Don't Look Now: We're Being Shot At (La grande vadrouille),Comedy|War,1966
"Three Burials of Melquiades Estrada, The",Adventure|Crime|Drama,2006
Munich,Action|Crime|Drama|Thriller,2005
Transamerica,Adventure|Comedy|Drama,2005
Rumor Has It...,Comedy|Drama|Romance,2005
Cheaper by the Dozen 2,Adventure|Comedy,2005
Fun with Dick and Jane,Comedy|Crime,2005
"Ringer, The",Comedy,2005
Casanova,Action|Adventure|Comedy|Drama|Romance,2005
Mrs. Henderson Presents,Comedy|Drama,2005
"Ear, The (Ucho)",Drama|Thriller,1970
Luxo Jr.,Animation|Children,1986
"Dentist, The",Horror|Thriller,1996
"New World, The",Adventure|Drama|Romance,2005
Voices of a Distant Star (Hoshi no koe),Animation|Drama|Romance|Sci-Fi,2003
7 Faces of Dr. Lao,Fantasy|Mystery|Western,1964
Samurai Assassin (Samurai),Action|Adventure|Drama,1965
"Boys of Baraka, The",Documentary,2005
Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi),Crime|Drama|Mystery|Thriller,2005
Grand Theft Parsons,Comedy|Drama,2003
District 13 (Banlieue 13),Action|Crime|Sci-Fi,2004
Hostel,Horror,2005
Grandma's Boy,Comedy,2006
Tristan & Isolde,Drama|Romance,2006
Glory Road,Drama,2006
Last Holiday,Comedy,2006
Hoodwinked!,Animation|Children|Comedy,2005
Underworld: Evolution,Action|Fantasy|Horror,2006
Looking for Comedy in the Muslim World,Comedy,2005
Casper Meets Wendy,Adventure|Children|Comedy|Fantasy,1998
Revolution,Adventure|Drama|War,1985
Project A ('A' gai waak),Action|Comedy,1983
"Bird People in China, The (Chûgoku no chôjin)",Adventure|Comedy|Drama|Fantasy,1998
Water,Drama|Romance,2005
Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage),Drama|War,2005
"World's Fastest Indian, The",Drama,2005
Bandidas,Action|Comedy|Crime|Western,2006
Tristram Shandy: A Cock and Bull Story,Comedy|Drama,2005
Helter Skelter,Action|Crime|Drama|Horror,2004
Annapolis,Drama,2006
Big Momma's House 2,Action|Comedy|Crime,2006
Nanny McPhee,Children|Comedy|Fantasy,2005
"Tuskegee Airmen, The",Drama|War,1995
Final Destination 3,Horror|Mystery|Thriller,2006
Something New,Comedy|Drama|Romance,2006
Block Party (a.k.a. Dave Chappelle's Block Party),Comedy|Documentary,2005
Imagine Me & You,Comedy|Drama|Romance,2005
Curious George,Adventure|Animation|Children|Comedy,2006
Firewall,Crime|Drama|Thriller,2006
London,Drama,2005
Freedomland,Crime|Drama,2006
Winter Passing,Drama,2005
Eight Below,Action|Adventure|Drama|Romance,2006
Date Movie,Comedy|Romance,2006
Ultraviolet,Action|Fantasy|Sci-Fi|Thriller,2006
Just My Luck,Comedy|Romance,2006
Pulse,Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,2006
16 Blocks,Crime|Thriller,2006
Failure to Launch,Comedy|Romance,2006
Ultimate Avengers,Action|Animation|Children|Sci-Fi,2006
Ice Age 2: The Meltdown,Adventure|Animation|Children|Comedy,2006
Ask the Dust,Drama|Romance,2006
V for Vendetta,Action|Sci-Fi|Thriller|IMAX,2006
She's the Man,Comedy|Romance,2006
Thank You for Smoking,Comedy|Drama,2006
Find Me Guilty,Comedy|Crime|Drama,2006
Inside Man,Crime|Drama|Thriller,2006
Tsotsi,Crime|Drama,2005
Aquamarine,Children|Comedy|Fantasy,2006
Leprechaun 2,Comedy|Fantasy|Horror,1994
Leprechaun 3,Comedy|Fantasy|Horror,1995
Leprechaun 4: In Space,Comedy|Fantasy|Horror|Sci-Fi,1997
Lights in the Dusk (Laitakaupungin valot),Crime|Drama,2006
Unknown White Male,Documentary,2005
"Lives of Others, The (Das leben der Anderen)",Drama|Romance|Thriller,2006
Youth of the Beast (Yaju no seishun),Action|Crime|Mystery,1963
Take the Lead,Drama,2006
"Devil and Daniel Johnston, The",Documentary,2005
Mouchette,Drama,1967
Lucky Number Slevin,Crime|Drama|Mystery,2006
Volver,Comedy|Drama,2006
Akeelah and the Bee,Drama,2006
Stay Alive,Horror|Sci-Fi|Thriller,2006
Basic Instinct 2,Crime|Drama|Mystery|Thriller,2006
Brick,Crime|Drama|Film-Noir|Mystery,2005
"Dead Hate the Living!, The",Comedy|Horror,2000
Evil Aliens,Comedy|Horror|Sci-Fi,2005
This Film Is Not Yet Rated,Documentary,2006
Slither,Comedy|Horror|Sci-Fi,2006
"Benchwarmers, The",Comedy,2006
Renaissance,Action|Animation|Film-Noir|Sci-Fi|Thriller,2006
Go for Zucker! (Alles auf Zucker!),Comedy,2004
Friends with Money,Comedy|Drama|Romance,2006
Reefer Madness: The Movie Musical,Comedy|Drama|Musical,2005
Candy,Drama|Romance,2006
Secrets of a Soul (Geheimnisse einer Seele),Drama,1926
"Child, The (L'enfant)",Crime|Drama,2005
9/11,Documentary,2002
Scary Movie 4,Comedy|Horror,2006
Hard Candy,Drama|Thriller,2005
"Prairie Home Companion, A",Comedy|Drama|Musical,2006
"Sentinel, The",Crime|Drama|Thriller,2006
"Wild, The",Adventure|Animation|Children|Comedy|Fantasy,2006
Silent Hill,Fantasy|Horror|Thriller,2006
American Dreamz,Comedy|Drama,2006
Kinky Boots,Comedy|Drama,2005
"Protector, The (a.k.a. Warrior King) (Tom yum goong)",Action|Comedy|Crime|Thriller,2005
Mission: Impossible III,Action|Adventure|Thriller,2006
RV,Adventure|Children|Comedy,2006
United 93,Crime|Drama,2006
Stick It,Comedy,2006
"American Haunting, An",Drama|Horror|Mystery|Thriller,2005
Down in the Valley,Drama|Romance,2005
Over the Hedge,Adventure|Animation|Children|Comedy,2006
Art School Confidential,Comedy|Drama,2006
Poseidon,Action|Adventure|Thriller|IMAX,2006
"Da Vinci Code, The",Drama|Mystery|Thriller,2006
X-Men: The Last Stand,Action|Sci-Fi|Thriller,2006
"Break-Up, The",Comedy|Drama|Romance,2006
Peaceful Warrior,Drama,2006
Cars,Animation|Children|Comedy,2006
"Notorious Bettie Page, The",Drama,2005
Game 6,Comedy|Drama,2005
On a Clear Day,Drama,2005
Nacho Libre,Comedy,2006
"Lake House, The",Drama|Fantasy|Romance,2006
Click,Adventure|Comedy|Drama|Fantasy|Romance,2006
"Devil Wears Prada, The",Comedy|Drama,2006
Pirates of the Caribbean: Dead Man's Chest,Action|Adventure|Fantasy,2006
"You, Me and Dupree",Comedy,2006
Clerks II,Comedy,2006
Lady in the Water,Drama|Fantasy|Mystery,2006
My Super Ex-Girlfriend,Comedy|Fantasy|Romance,2006
Marie Antoinette,Drama|Romance,2006
Who Killed the Electric Car?,Documentary,2006
"Inconvenient Truth, An",Documentary,2006
Career Opportunities,Comedy|Romance,1991
High School Musical,Children|Comedy|Drama|Musical|Romance,2006
I Am a Sex Addict,Comedy|Documentary|Romance,2005
Stoned,Drama,2005
Jet Li's Fearless (Huo Yuan Jia),Action|Drama,2006
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)",Action|Crime|Drama|Thriller,2006
Garfield: A Tail of Two Kitties,Animation|Children|Comedy,2006
Metal: A Headbanger's Journey,Documentary,2005
"Public Eye, The",Crime|Thriller,1992
Superman Returns,Action|Adventure|Sci-Fi|IMAX,2006
"Road to Guantanamo, The",Drama|War,2006
Edmond,Drama|Thriller,2005
"OH in Ohio, The",Comedy,2006
Little Miss Sunshine,Adventure|Comedy|Drama,2006
"Fallen Idol, The",Drama|Mystery|Thriller,1948
Babel,Drama|Thriller,2006
Strangers with Candy,Comedy,2005
Wordplay,Documentary,2006
Army of Shadows (L'armée des ombres),Action|Drama|Thriller|War,1969
Orchestra Rehearsal (Prova d'orchestra),Drama,1978
Little Man,Comedy,2006
Monster House,Animation|Children|Fantasy|Mystery,2006
Snakes on a Plane,Action|Comedy|Horror|Thriller,2006
Scoop,Comedy|Fantasy|Mystery,2006
Talladega Nights: The Ballad of Ricky Bobby,Action|Comedy,2006
Night at the Museum,Action|Comedy|Fantasy|IMAX,2006
World Trade Center,Drama,2006
Stranger than Fiction,Comedy|Drama|Fantasy|Romance,2006
Miami Vice,Action|Crime|Drama|Thriller,2006
"Pursuit of Happyness, The",Drama,2006
John Tucker Must Die,Comedy|Romance,2006
"Ant Bully, The",Adventure|Animation|Children|Comedy|Fantasy|IMAX,2006
Crank,Action|Thriller,2006
"Secret Life of Words, The",Drama|Romance,2005
Chaos,Action|Crime|Drama|Thriller,2005
"Night Listener, The",Fantasy|Mystery|Thriller,2006
Step Up,Drama|Romance,2006
Zoom,Adventure|Comedy|Drama|Fantasy,2006
Mind Game,Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi,2004
Half Nelson,Drama,2006
"Moustache, La",Drama|Mystery|Thriller,2005
Tideland,Drama|Fantasy|Thriller,2005
Adam's Apples (Adams æbler),Comedy|Drama,2005
Material Girls,Children|Comedy|Drama,2006
Accepted,Comedy,2006
Crime Busters,Action|Adventure|Comedy|Crime,1977
Born to Kill,Crime|Drama|Film-Noir,1947
"Illusionist, The",Drama|Fantasy|Mystery|Romance,2006
The Queen,Drama,2006
Beerfest,Comedy,2006
Idlewild,Crime|Drama|Musical,2006
"Red Balloon, The (Ballon rouge, Le)",Children|Fantasy,1956
Angel-A,Comedy|Drama|Fantasy|Romance,2005
"Chump at Oxford, A",Comedy,1940
"Icicle Thief, The (Ladri di saponette)",Comedy|Fantasy,1989
"Puffy Chair, The",Drama|Romance,2006
"Wind That Shakes the Barley, The",Drama|War,2006
Severance,Comedy|Horror|Thriller,2006
Hollywoodland,Crime|Drama|Mystery|Thriller,2006
"Covenant, The",Action|Horror|Thriller,2006
"Last Kiss, The",Comedy|Drama,2006
SherryBaby,Drama,2006
Idiocracy,Adventure|Comedy|Sci-Fi|Thriller,2006
Jesus Camp,Documentary|Drama,2006
"Bow, The (Hwal)",Drama|Romance,2005
"Tiger and the Snow, The (La tigre e la neve)",Comedy|Drama|Romance|War,2005
"Fountain, The",Drama|Fantasy|Romance,2006
Fear City: A Family-Style Comedy (La cité de la peur),Comedy,1994
"Science of Sleep, The (La science des rêves)",Comedy|Drama|Fantasy|Romance,2006
"Black Dahlia, The",Crime|Drama|Mystery|Thriller,2006
"Woods, The",Horror,2006
Gridiron Gang,Drama,2006
Land of Plenty (Angst and Alienation in America),Drama,2004
"Bridge, The",Documentary,2006
Apocalypto,Adventure|Drama|Thriller,2006
Flyboys,Action|Adventure|Drama|War,2006
Jackass Number Two,Comedy|Documentary,2006
Conversations with Other Women,Comedy|Drama|Romance,2005
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,2006
"Pan's Labyrinth (Laberinto del fauno, El)",Drama|Fantasy|Thriller,2006
Open Season,Adventure|Animation|Children|Comedy|IMAX,2006
School for Scoundrels,Comedy|Crime,2006
"Departed, The",Crime|Drama|Thriller,2006
"Texas Chainsaw Massacre: The Beginning, The",Horror|Thriller,2006
Running With Scissors,Comedy|Drama,2006
"Marine, The",Action|Drama|Thriller,2006
Infamous,Drama,2006
Fellini's Casanova (Il Casanova di Federico Fellini),Drama|Romance,1976
Chapayev,Drama|War,1934
Feast,Action|Comedy|Horror|Thriller,2005
Little Children,Drama|Romance,2006
Deliver Us from Evil,Documentary,2006
"Last King of Scotland, The",Drama|Thriller,2006
"U.S. vs. John Lennon, The",Documentary,2006
Shortbus,Comedy|Drama|Romance,2006
Children of Men,Action|Adventure|Drama|Sci-Fi|Thriller,2006
"Prestige, The",Drama|Mystery|Sci-Fi|Thriller,2006
Flags of Our Fathers,Drama|War,2006
13 Tzameti,Film-Noir|Thriller,2005
Saw III,Crime|Horror|Thriller,2006
Catch a Fire,Drama|Thriller,2006
Death of a President,Crime|Drama|Mystery|Thriller,2006
Flushed Away,Animation|Comedy,2006
Perfume: The Story of a Murderer,Crime|Drama|Thriller,2006
"Santa Clause 3: The Escape Clause, The",Comedy|Fantasy,2006
Mom and Dad Save the World,Comedy|Sci-Fi,1992
"Good Year, A",Comedy|Drama|Romance,2006
Shut Up & Sing,Documentary,2006
For Your Consideration,Comedy,2006
Fuck,Comedy|Documentary,2005
Shooting Dogs (a.k.a. Beyond the Gates),Documentary|Drama|War,2005
Happy Feet,Adventure|Animation|Children|Comedy|IMAX,2006
Let's Go to Prison,Comedy,2006
Déjà Vu (Deja Vu),Action|Sci-Fi|Thriller,2006
Bobby,Drama,2006
10 Items or Less,Comedy|Drama|Romance,2006
"Holiday, The",Comedy|Romance,2006
Harsh Times,Action|Crime|Drama,2006
Fast Food Nation,Drama,2006
Tenacious D in The Pick of Destiny,Adventure|Comedy|Musical,2006
"Nativity Story, The",Drama,2006
Blood Diamond,Action|Adventure|Crime|Drama|Thriller|War,2006
Eragon,Action|Adventure|Fantasy,2006
Rocky Balboa,Action|Drama,2006
Fur: An Imaginary Portrait of Diane Arbus,Drama|Fantasy|Romance,2006
"Dam Busters, The",Action|Drama|War,1955
Another Gay Movie,Comedy,2006
"Painted Veil, The",Drama|Romance,2006
We Are Marshall,Drama,2006
"Good Shepherd, The",Drama|Thriller,2006
Dreamgirls,Drama|Musical,2006
Freedom Writers,Drama,2007
When the Levees Broke: A Requiem in Four Acts,Documentary,2006
Inland Empire,Drama|Mystery|Thriller,2006
"History Boys, The",Comedy|Drama,2006
Notes on a Scandal,Drama,2006
DOA: Dead or Alive,Action|Adventure,2006
Curse of the Golden Flower (Man cheng jin dai huang jin jia),Action|Drama,2006
"Good German, The",Drama|Mystery|Thriller,2006
Letters from Iwo Jima,Drama|War,2006
Stomp the Yard,Drama|Musical,2007
Miss Potter,Drama,2006
